userName,score,at,content,clean,text_preprocessed,toSantance,polarity_score,polarity
Ahmad DONNI,2,2023-02-09 12:14:03,Maaf developer saya ingin melakukan pengaduan terhadap aplikasi BRI mobile banking yaitu saya terkendala untuk log in nya karena aplikasinya sering terhenti dan keluar dengan sendiri nya. Harap di perbaiki guna kenyamanan nasabah BRI. Karena kenyamanan nasabah adalah modal utama untuk BRI agar tercapainya kepuasan nasabah terhadap layanan. Sekian trimakasih harap di tindak lanjuti .,maaf developer saya ingin melakukan pengaduan terhadap aplikasi bri mobile banking yaitu saya terkendala untuk log in nya karena aplikasinya sering terhenti dan keluar dengan sendiri nya harap di perbaiki guna kenyamanan nasabah bri karena kenyamanan nasabah adalah modal utama untuk bri agar tercapainya kepuasan nasabah terhadap layanan sekian trimakasih harap di tindak lanjuti,"['maaf', 'developer', 'adu', 'aplikasi', 'bri', 'mobile', 'banking', 'kendala', 'log', 'in', 'nya', 'aplikasi', 'henti', 'nya', 'harap', 'baik', 'nyaman', 'nasabah', 'bri', 'nyaman', 'nasabah', 'modal', 'utama', 'bri', 'capa', 'puas', 'nasabah', 'layan', 'sekian', 'trimakasih', 'harap', 'tindak', 'lanjut']",maaf developer pengaduan aplikasi bri mobile banking terkendala log in nya aplikasinya terhenti nya harap perbaiki kenyamanan nasabah bri kenyamanan nasabah modal utama bri tercapainya kepuasan nasabah layanan sekian trimakasih harap tindak lanjuti,9,positive
Aris Christianto,5,2023-02-09 12:11:56,Senang dengan adanya brimo transaksi jadi lebih mudah,senang dengan adanya brimo transaksi jadi lebih mudah,"['senang', 'brimo', 'transaksi', 'mudah']",senang brimo transaksi mudah,8,positive
Rizal Inem,4,2023-02-09 12:10:34,"Aplikasi agar rumor, virtual akun gajelas",aplikasi agar rumor virtual akun gajelas,"['aplikasi', 'rumor', 'virtual', 'akun', 'gajelas']",aplikasi rumor virtual akun gajelas,-9,negative
Jaja Sumaja,5,2023-02-09 12:07:08,Terfercaya gx ribet,terfercaya gx ribet,"['terfercaya', 'gx', 'ribet']",terfercaya gx ribet,-4,negative
Galaxy Store,5,2023-02-09 12:06:25,sangaat puas,sangaat puas,"['sangaat', 'puas']",sangaat puas,3,positive
Abel Puspita,5,2023-02-09 12:05:31,"Mempermudah segalanya , lebih enak kaya gini , semoga kedepannya tmbh bagus aplikasi nya",mempermudah segalanya  lebih enak kaya gini  semoga kedepannya tmbh bagus aplikasi nya,"['mudah', 'enak', 'kaya', 'gin', 'moga', 'depan', 'bagus', 'aplikasi', 'nya']",mempermudah enak kaya gini semoga kedepannya bagus aplikasi nya,-1,negative
kusyaman engkus,5,2023-02-09 12:03:18,Bagus.. Mudah mengoperasikanny,bagus mudah mengoperasikanny,"['bagus', 'mudah', 'mengoperasikanny']",bagus mudah mengoperasikanny,1,positive
Andin,1,2023-02-09 11:58:08,VERIVIKASI VIDEO MUKA SUSAH BANGET. GAGAL TERUS. AKU DULU KTP FOTO 3 TAHUN YANG LALU. YA GABISA SAMA PERSIS LAH.,verivikasi video muka susah banget gagal terus aku dulu ktp foto  tahun yang lalu ya gabisa sama persis lah,"['verivikasi', 'video', 'muka', 'susah', 'banget', 'gagal', 'ktp', 'foto', 'iya', 'gabisa', 'persis']",verivikasi video muka susah banget gagal ktp foto iya gabisa persis,-3,negative
Anggun Amayu,4,2023-02-09 11:56:07,Sangat suka mempermudah segalanya,sangat suka mempermudah segalanya,"['suka', 'mudah']",suka mempermudah,5,positive
arip dwi,1,2023-02-09 11:54:05,Sangat tidak membantu,sangat tidak membantu,['bantu'],membantu,-1,negative
Risal Yudha,5,2023-02-09 11:54:05,Mksih sngat mmbantu,mksih sngat mmbantu,"['mksih', 'sngat', 'mmbantu']",mksih sngat mmbantu,0,neutral
Nuwun Sewu,1,2023-02-09 11:49:05,Aplikasi cacat,aplikasi cacat,"['aplikasi', 'cacat']",aplikasi cacat,-9,negative
TONGAM FERNANDO FERNANDO,5,2023-02-09 11:48:37,Bagusvjadin mudah,bagusvjadin mudah,"['bagusvjadin', 'mudah']",bagusvjadin mudah,3,positive
sirajudin,4,2023-02-09 11:47:39,"aplikasinya mantap, tapi untuk informasi saldonya agak telat mungkin bisa diperbaiki lagi",aplikasinya mantap tapi untuk informasi saldonya agak telat mungkin bisa diperbaiki lagi,"['aplikasi', 'mantap', 'informasi', 'saldo', 'lambat', 'baik']",aplikasinya mantap informasi saldonya terlambat diperbaiki,5,positive
Eko Plethuk,1,2023-02-09 11:45:16,Aplikasi nggak jelas... bikin pusing pendaftar baru,aplikasi nggak jelas bikin pusing pendaftar baru,"['aplikasi', 'bikin', 'pusing', 'daftar']",aplikasi bikin pusing pendaftar,-10,negative
Mas Opick,5,2023-02-09 11:44:19,Sangat bagus untuk dijadikan usaha,sangat bagus untuk dijadikan usaha,"['bagus', 'jadi', 'usaha']",bagus dijadikan usaha,-6,negative
Dedi Setiyawan,5,2023-02-09 11:41:59,Puass,puass,['puass'],puass,0,neutral
Alif Mp,5,2023-02-09 11:29:12,Sangat baik dan cepat,sangat baik dan cepat,['cepat'],cepat,0,neutral
Milan Mahreen,5,2023-02-09 11:29:00,Lancar dan tidak ribet,lancar dan tidak ribet,"['lancar', 'ribet']",lancar ribet,-2,negative
Elok Mutmainah,4,2023-02-09 11:20:57,Entah kenapa aq tf gbisa,entah kenapa aq tf gbisa,"['tf', 'gbisa']",tf gbisa,0,neutral
Agus Riyanto,5,2023-02-09 11:18:03,"Jos gandos kotos"" Rewos""",jos gandos kotos rewos,"['jos', 'gandos', 'kotos', 'rewos']",jos gandos kotos rewos,0,neutral
Bambang Suprianto,5,2023-02-09 11:17:12,Sangat membantu memudahkan saya dalam semua aktivitas keuangan.,sangat membantu memudahkan saya dalam semua aktivitas keuangan,"['bantu', 'mudah', 'aktivitas', 'uang']",membantu memudahkan aktivitas keuangan,2,positive
Pras Tyo,1,2023-02-09 11:12:42,"PERINGATAN JIKA ADA YG INGIN TRANSFER KE MUAMALAT JANGAN PAKAI BI-FAST SOALNYA SALDO ANDA BAKAL NYANGKUT, DAN BUTUH 14 HARI KERJA NYUSAHIN ORANG KERJA BANGET UNTUK DEVELOPER TOLONG PERBAIKI BUG REMEH BIKIN NYUSAHIN ORANG INI",peringatan jika ada yg ingin transfer ke muamalat jangan pakai bifast soalnya saldo anda bakal nyangkut dan butuh  hari kerja nyusahin orang kerja banget untuk developer tolong perbaiki bug remeh bikin nyusahin orang ini,"['ingat', 'transfer', 'muamalat', 'pakai', 'bifast', 'saldo', 'nyangkut', 'butuh', 'kerja', 'nyusahin', 'orang', 'kerja', 'banget', 'developer', 'tolong', 'baik', 'bug', 'remeh', 'bikin', 'nyusahin', 'orang']",peringatan transfer muamalat pakai bifast saldo nyangkut butuh kerja nyusahin orang kerja banget developer tolong perbaiki bug remeh bikin nyusahin orang,3,positive
Guratan TV,5,2023-02-09 11:12:32,Jelas,jelas,,,0,neutral
Rahmat Ilahi,1,2023-02-09 11:11:02,Udah beberapa kali daftar tetap gak bisa katanya link tidak valid,udah beberapa kali daftar tetap gak bisa katanya link tidak valid,"['kali', 'daftar', 'link', 'valid']",kali daftar link valid,-2,negative
Syamsul Ariansyah,5,2023-02-09 11:06:39,"Aplikasi sangat membantu, sangat mempermudah transaksi, akan lebih baik jika pada bagian penarikan tunai ditambah nominal 50.000 jadi bisa lebih mempermudah jika mengambil uang tunai",aplikasi sangat membantu sangat mempermudah transaksi akan lebih baik jika pada bagian penarikan tunai ditambah nominal  jadi bisa lebih mempermudah jika mengambil uang tunai,"['aplikasi', 'bantu', 'mudah', 'transaksi', 'tari', 'tunai', 'tambah', 'nominal', 'mudah', 'ambil', 'uang', 'tunai']",aplikasi membantu mempermudah transaksi penarikan tunai ditambah nominal mempermudah mengambil uang tunai,10,positive
Aryanto,5,2023-02-09 11:05:16,Gg,gg,['gg'],gg,0,neutral
Fitri Anto,5,2023-02-09 11:03:20,Tuk TF cepet,tuk tf cepet,"['tuk', 'tf', 'cepat']",tuk tf cepat,0,neutral
Andis Asnadi,2,2023-02-09 10:49:43,"Kalau keluar applikasi di suruh login ulang lagi,bikin ribet",kalau keluar applikasi di suruh login ulang lagibikin ribet,"['applikasi', 'suruh', 'login', 'ulang', 'lagibikin', 'ribet']",applikasi suruh login ulang lagibikin ribet,-6,negative
Dini Akbar,1,2023-02-09 10:49:34,"Diemail kyc berhasil tapi diaplikasi gagal, solusinya gimana",diemail kyc berhasil tapi diaplikasi gagal solusinya gimana,"['email', 'kyc', 'hasil', 'aplikasi', 'gagal', 'solusi']",diemail kyc berhasil diaplikasi gagal solusinya,-2,negative
UttangChannel ABAL2,1,2023-02-09 10:47:12,"Kukira membantu ternyata tidak , masa di suruh rekam video tp loading mulu mau foto aja tp srenlen nya hitam aja , sangat tidak membantu",kukira membantu ternyata tidak  masa di suruh rekam video tp loading mulu mau foto aja tp srenlen nya hitam aja  sangat tidak membantu,"['kira', 'bantu', 'suruh', 'rekam', 'video', 'loading', 'melulu', 'foto', 'srenlen', 'nya', 'hitam', 'bantu']",kukira membantu suruh rekam video loading melulu foto srenlen nya hitam membantu,-9,negative
Acho Marka,3,2023-02-09 10:45:40,Membantu memudah kan urusan ..............,membantu memudah kan urusan,"['bantu', 'mudah', 'urus']",membantu memudah urusan,2,positive
Sulfiana 1,5,2023-02-09 10:37:54,Sya suka sekali,sya suka sekali,"['sya', 'suka']",sya suka,2,positive
arfikazekage bae,5,2023-02-09 10:36:00,aplikasi BRIMO ini sangat membantu,aplikasi brimo ini sangat membantu,"['aplikasi', 'brimo', 'bantu']",aplikasi brimo membantu,-5,negative
lantip nur ikhwan,4,2023-02-09 10:32:32,Kenapa setor tunai tidak keluar di hp saya ? Versi android berapa agar bisa setor tunai lewat BRImo ? Mohon pencerahannya admin BRImo,kenapa setor tunai tidak keluar di hp saya  versi android berapa agar bisa setor tunai lewat brimo  mohon pencerahannya admin brimo,"['setor', 'tunai', 'hp', 'versi', 'android', 'setor', 'tunai', 'brimo', 'mohon', 'cerah', 'admin', 'brimo']",setor tunai hp versi android setor tunai brimo mohon pencerahannya admin brimo,6,positive
Uus Kusman,5,2023-02-09 10:27:09,Ok sangat membantu,ok sangat membantu,"['ok', 'bantu']",ok membantu,3,positive
Nurfaindah syamsir,5,2023-02-09 10:26:48,Sangat Bagus dan membantu dalam mengirim dan menerima uang,sangat bagus dan membantu dalam mengirim dan menerima uang,"['bagus', 'bantu', 'kirim', 'terima', 'uang']",bagus membantu mengirim menerima uang,1,positive
Yuni Fitria Sari Sari,2,2023-02-09 10:23:40,"Kenapa susah masuk padahal uda berhasil buka rekening,",kenapa susah masuk padahal uda berhasil buka rekening,"['susah', 'masuk', 'uda', 'hasil', 'buka', 'rekening']",susah masuk uda berhasil buka rekening,-3,negative
ayu sukarni putri,5,2023-02-09 10:17:18,"Sudah copot pasang aplikasi tetap sama saat perekaman video selalu gagal, datang ke KC langsung disuruh dtg kembali karena aplikasi bermasalah, cb lagi kmd update aplikasi juga tetap sama bagaimana yaa apa pembukaan rekening seperti ini utk aplikasi yang kurang mendukung, chat melalui whatsapp juga tidak ditanggapi",sudah copot pasang aplikasi tetap sama saat perekaman video selalu gagal datang ke kc langsung disuruh dtg kembali karena aplikasi bermasalah cb lagi kmd update aplikasi juga tetap sama bagaimana yaa apa pembukaan rekening seperti ini utk aplikasi yang kurang mendukung chat melalui whatsapp juga tidak ditanggapi,"['copot', 'pasang', 'aplikasi', 'rekam', 'video', 'gagal', 'kc', 'langsung', 'suruh', 'aplikasi', 'masalah', 'coba', 'kmd', 'update', 'aplikasi', 'yaa', 'buka', 'rekening', 'aplikasi', 'dukung', 'chat', 'whatsapp', 'tanggap']",copot pasang aplikasi perekaman video gagal kc langsung disuruh aplikasi bermasalah coba kmd update aplikasi yaa pembukaan rekening aplikasi mendukung chat whatsapp ditanggapi,-11,negative
wisang geni,1,2023-02-09 10:15:14,Pelayanan macam apa ini?? Semua ulasan nilanya minus... Sebenarnya Kalian niat apa tidak membuat aplikasi ini?,pelayanan macam apa ini semua ulasan nilanya minus sebenarnya kalian niat apa tidak membuat aplikasi ini,"['layan', 'ulas', 'nila', 'minus', 'niat', 'aplikasi']",pelayanan ulasan nilanya minus niat aplikasi,-5,negative
Andi Winarno,1,2023-02-09 10:13:47,Aplikasinya sering crash dan tidak bisa dibuka di Samsung S20... muncul peringatan bug pada aplikasinya,aplikasinya sering crash dan tidak bisa dibuka di samsung s muncul peringatan bug pada aplikasinya,"['aplikasi', 'crash', 'buka', 'samsung', 's', 'muncul', 'ingat', 'bug', 'aplikasi']",aplikasinya crash dibuka samsung s muncul peringatan bug aplikasinya,-15,negative
Shinta Amalia,5,2023-02-09 10:12:36,Efisien dalam kondisi apapun.,efisien dalam kondisi apapun,"['efisien', 'kondisi', 'apa']",efisien kondisi apapun,1,positive
Nur Janah,5,2023-02-09 10:07:01,Sangat senang menggunakan BRImo karna segala transaksi jd lebih mudah Mksh BRImo,sangat senang menggunakan brimo karna segala transaksi jd lebih mudah mksh brimo,"['senang', 'brimo', 'transaksi', 'mudah', 'mksh', 'brimo']",senang brimo transaksi mudah mksh brimo,10,positive
Ukim Mayadi,5,2023-02-09 10:03:09,aplikasinya bagus dan keren,aplikasinya bagus dan keren,"['aplikasi', 'bagus', 'keren']",aplikasinya bagus keren,-6,negative
Fikri Wahyu,1,2023-02-09 09:52:29,Mau bikin akun brimo dipersulit...,mau bikin akun brimo dipersulit,"['bikin', 'akun', 'brimo', 'sulit']",bikin akun brimo dipersulit,0,neutral
ZhafArka 28,1,2023-02-09 09:48:24,mau daftar akun saja susah,mau daftar akun saja susah,"['daftar', 'akun', 'susah']",daftar akun susah,-5,negative
Mahdudi,5,2023-02-09 09:45:55,sangat mudah untuk semua transaksi,sangat mudah untuk semua transaksi,"['mudah', 'transaksi']",mudah transaksi,7,positive
BenD 471 K,5,2023-02-09 09:41:27,Lebih mudah,lebih mudah,['mudah'],mudah,3,positive
Dadang Dadang,2,2023-02-09 09:41:01,"Kenapa setelah di perbarui tidak bisa di buka . Selalu internet nya kurang stabil, padahal saya pakai WiFi. Tolong di perbaiki lagi. Saya mau bertransaksi jadi susah",kenapa setelah di perbarui tidak bisa di buka  selalu internet nya kurang stabil padahal saya pakai wifi tolong di perbaiki lagi saya mau bertransaksi jadi susah,"['baru', 'buka', 'internet', 'nya', 'stabil', 'pakai', 'wifi', 'tolong', 'baik', 'transaksi', 'susah']",perbarui buka internet nya stabil pakai wifi tolong perbaiki bertransaksi susah,7,positive
Dadan Aprian Danu,1,2023-02-09 09:30:43,Mau daftar buka rekening ko kamera nya ngga bisa kebuka. Hitam mulu!,mau daftar buka rekening ko kamera nya ngga bisa kebuka hitam mulu,"['daftar', 'buka', 'rekening', 'ko', 'kamera', 'nya', 'buka', 'hitam', 'melulu']",daftar buka rekening ko kamera nya kebuka hitam melulu,-9,negative
Rizqi Kurnia Pratama,5,2023-02-09 09:30:28,The best aplikasi,the best aplikasi,"['the', 'best', 'aplikasi']",the best aplikasi,-4,negative
Rizal Dzalika,5,2023-02-09 09:26:39,Sangat membantuu,sangat membantuu,['membantuu'],membantuu,0,neutral
Muhammad Zulfiqri,1,2023-02-09 09:23:24,"Mempersulit, mau transfer pun Transaksi Gagal Mulu",mempersulit mau transfer pun transaksi gagal mulu,"['sulit', 'transfer', 'transaksi', 'gagal', 'melulu']",mempersulit transfer transaksi gagal melulu,-3,negative
Ama Arif Migu,5,2023-02-09 09:20:16,Sangt mantap,sangt mantap,"['sangt', 'mantap']",sangt mantap,5,positive
Supar Man,2,2023-02-09 09:19:37,Toup pulsa 75 RB dari semalam msh di proses,toup pulsa  rb dari semalam msh di proses,"['toup', 'pulsa', 'rb', 'malam', 'proses']",toup pulsa rb semalam proses,-3,negative
Apri S,5,2023-02-09 09:17:01,Ok mantap aplikasinya,ok mantap aplikasinya,"['ok', 'mantap', 'aplikasi']",ok mantap aplikasinya,5,positive
samiaji sapta,5,2023-02-09 09:14:20,jadi lebih Mudah & Cepat,jadi lebih mudah  cepat,"['mudah', 'cepat']",mudah cepat,3,positive
Kang Tejo,5,2023-02-09 09:12:16,"Disuruh update ke versi terbaru,tapi gak bisa...kenapa ya???",disuruh update ke versi terbarutapi gak bisakenapa ya,"['suruh', 'update', 'versi', 'terbarutapi', 'bisakenapa', 'iya']",disuruh update versi terbarutapi bisakenapa iya,-2,negative
dhafinc music,1,2023-02-09 09:10:59,Untuk poto KTP aja nga mau,untuk poto ktp aja nga mau,"['poto', 'ktp', 'nga']",poto ktp nga,0,neutral
Diaz Aztuti,1,2023-02-09 09:06:38,"BRI dengan nasabahnya yg cukup banyak ya,harusnya diimbangi dengan kualitas aplikasi yg bagus juga lah. masa dr masukin tanggal lahirnya aja masih aja manual,ga bs langsung ketik tgl lahirnya.kdua,rekaman udah sangat jelas,ampe jerawat sekecil apa juga keliatan bgt kali,bilangnya masih gagal.hadeuh..diperbaiki lagi ya bri!",bri dengan nasabahnya yg cukup banyak yaharusnya diimbangi dengan kualitas aplikasi yg bagus juga lah masa dr masukin tanggal lahirnya aja masih aja manualga bs langsung ketik tgl lahirnyakduarekaman udah sangat jelasampe jerawat sekecil apa juga keliatan bgt kalibilangnya masih gagalhadeuhdiperbaiki lagi ya bri,"['bri', 'nasabah', 'yaharusnya', 'imbang', 'kualitas', 'aplikasi', 'bagus', 'dr', 'masuk', 'tanggal', 'lahir', 'manualga', 'langsung', 'ketik', 'tanggal', 'lahirnyakduarekaman', 'jelasampe', 'jerawat', 'banget', 'kalibilangnya', 'gagalhadeuhdiperbaiki', 'iya', 'bri']",bri nasabahnya yaharusnya diimbangi kualitas aplikasi bagus dr masukkan tanggal lahirnya manualga langsung ketik tanggal lahirnyakduarekaman jelasampe jerawat banget kalibilangnya gagalhadeuhdiperbaiki iya bri,-6,negative
Marinus Mendrofa,5,2023-02-09 09:05:11,Terima kasih brimo banyak manfaat nya🙏,terima kasih brimo banyak manfaat nya,"['terima', 'kasih', 'brimo', 'manfaat', 'nya']",terima kasih brimo manfaat nya,8,positive
hamdi lumba,5,2023-02-09 09:03:55,Sangat membantu masalah keuangan keluarga kecil ku,sangat membantu masalah keuangan keluarga kecil ku,"['bantu', 'uang', 'keluarga', 'ku']",membantu keuangan keluarga ku,0,neutral
Ridotun,5,2023-02-09 08:57:42,Mudah dan lengkap,mudah dan lengkap,"['mudah', 'lengkap']",mudah lengkap,2,positive
Faisal Aja,5,2023-02-09 08:54:32,Bintang yg berbicara,bintang yg berbicara,"['bintang', 'bicara']",bintang berbicara,0,neutral
Alifia Oktaviyani,1,2023-02-09 08:51:10,"Kasih bintang 1 dulu. Kenapah ga bisa ambil Poto KTP, pas daftar awal",kasih bintang  dulu kenapah ga bisa ambil poto ktp pas daftar awal,"['kasih', 'bintang', 'kenapah', 'ga', 'ambil', 'poto', 'ktp', 'pas', 'daftar']",kasih bintang kenapah ga ambil poto ktp pas daftar,-3,negative
Ndang Maryanto,5,2023-02-09 08:50:54,Aplikasi yg sangat membantu,aplikasi yg sangat membantu,"['aplikasi', 'bantu']",aplikasi membantu,-5,negative
Imanuel Aftarito Imbiri,5,2023-02-09 08:47:14,Bagus banget,bagus banget,"['bagus', 'banget']",bagus banget,-1,negative
Berman Tambunan,5,2023-02-09 08:46:41,"Sangat mudah mengoperasikannya, mantap 👍",sangat mudah mengoperasikannya mantap,"['mudah', 'operasi', 'mantap']",mudah mengoperasikannya mantap,9,positive
Alesha Ayudhia inara,5,2023-02-09 08:36:38,"Untuk kali ini pelayanan memuaskan,transfen online tarik non kartu sangat memuaskan,semoga kedepannya jauh lebih bagus lagi...",untuk kali ini pelayanan memuaskantransfen online tarik non kartu sangat memuaskansemoga kedepannya jauh lebih bagus lagi,"['kali', 'layan', 'memuaskantransfen', 'online', 'tarik', 'non', 'kartu', 'memuaskansemoga', 'depan', 'bagus']",kali pelayanan memuaskantransfen online tarik non kartu memuaskansemoga kedepannya bagus,0,neutral
Sukma Juraid,1,2023-02-09 08:35:32,"Aplikasi BRIMO selalu error, sangat mengganggu aktiftas jualan saya yg selalu menggunakan brimo untuk transaksi",aplikasi brimo selalu error sangat mengganggu aktiftas jualan saya yg selalu menggunakan brimo untuk transaksi,"['aplikasi', 'brimo', 'error', 'ganggu', 'aktiftas', 'jual', 'brimo', 'transaksi']",aplikasi brimo error mengganggu aktiftas jualan brimo transaksi,-8,negative
Putri Fadillah,1,2023-02-09 08:30:13,Susah banget untuk di install apk ini tolong perbaiki,susah banget untuk di install apk ini tolong perbaiki,"['susah', 'banget', 'install', 'apk', 'tolong', 'baik']",susah banget install apk tolong perbaiki,1,positive
Irfandi Mokodongan,1,2023-02-09 08:17:56,sebagai usul menu fast menu lebih baik di hilangkan demi keamanan dan karena walaupun tidak login orang lain bisa melihat menu laporan dan menu lain yang ada di fast menu ketika handphone kita ada di tangan orang lain,sebagai usul menu fast menu lebih baik di hilangkan demi keamanan dan karena walaupun tidak login orang lain bisa melihat menu laporan dan menu lain yang ada di fast menu ketika handphone kita ada di tangan orang lain,"['usul', 'menu', 'fast', 'menu', 'hilang', 'aman', 'login', 'orang', 'menu', 'lapor', 'menu', 'fast', 'menu', 'handphone', 'tangan', 'orang']",usul menu fast menu hilangkan keamanan login orang menu laporan menu fast menu handphone tangan orang,1,positive
